cpf,idade,renda_anual,sexo
986.142.035-51,35,106883,Masculino
431.785.629-82,54,112753,Masculino
534.816.270-17,29,119406,Masculino
573.120.649-06,43,258577,Feminino
469.571.230-06,41,135165,Masculino
524.801.367-44,49,350257,Masculino
586.014.379-66,51,279209,Feminino
841.365.270-71,25,406124,Masculino
637.254.109-25,32,177967,Masculino
809.432.156-33,37,305977,Masculino
185.049.367-75,33,141478,Masculino
154.703.926-43,37,128094,Masculino
682.173.409-78,43,172573,Masculino
419.076.253-99,26,295358,Masculino
604.182.793-22,41,194815,Masculino
125.790.436-16,37,436360,Masculino
849.276.153-91,50,240849,Masculino
268.935.140-42,30,369222,Feminino
906.845.217-76,28,374504,Feminino
641.892.537-82,48,352616,Masculino
613.895.074-75,26,224494,Masculino
270.584.913-05,37,295936,Masculino
875.409.213-23,39,467745,Masculino
987.346.012-87,34,356709,Feminino
534.702.819-04,41,279286,Masculino
401.537.926-80,33,168679,Feminino
428.061.935-24,39,196138,Masculino
364.597.218-82,29,455875,Masculino
784.326.105-26,36,292559,Feminino
834.275.619-09,34,139965,Masculino
832.976.041-31,35,389141,Feminino
675.249.318-91,34,240334,Masculino
362.954.807-56,33,289476,Feminino
315.986.270-40,44,187265,Masculino
845.062.317-08,31,390969,Feminino
837.205.149-60,27,141889,Feminino
276.043.581-44,29,178411,Masculino
135.728.049-14,35,175907,Masculino
062.341.789-87,33,230103,Masculino
960.317.548-00,39,180725,Masculino
576.093.241-16,37,214589,Masculino
604.153.872-80,41,215732,Feminino
108.976.435-93,41,498733,Masculino
963.128.754-82,35,210062,Masculino
708.549.621-58,27,216089,Masculino
803.795.614-84,33,115784,Masculino
190.246.573-34,35,178567,Masculino
871.304.695-01,35,369006,Feminino
638.417.209-78,48,215549,Masculino
174.569.083-20,55,289520,Feminino
089.431.576-57,39,391296,Masculino
075.293.816-95,28,443079,Feminino
564.893.170-01,25,410138,Masculino
398.726.540-00,30,135452,Masculino
709.418.325-97,34,104445,Feminino
402.618.537-08,28,124292,Feminino
519.248.306-98,51,472676,Feminino
957.024.316-34,50,264545,Feminino
720.451.689-30,39,316273,Masculino
316.095.487-01,36,481331,Masculino
142.697.503-16,33,232049,Masculino
301.285.796-68,55,177679,Masculino
341.569.208-60,32,287319,Masculino
018.672.354-71,27,97061,Masculino
078.395.641-00,32,315774,Masculino
280.416.357-17,35,440821,Feminino
053.678.924-00,27,486086,Masculino
683.071.529-68,39,219626,Masculino
102.364.985-33,51,144319,Masculino
320.754.196-80,29,370005,Masculino
381.562.497-55,29,93373,Masculino
982.715.036-77,32,147708,Masculino
039.751.842-05,35,381424,Masculino
126.309.487-22,32,86972,Feminino
832.710.695-30,39,483899,Feminino
275.314.906-25,37,445765,Masculino
435.671.289-73,37,387758,Masculino
580.167.923-59,34,304906,Masculino
680.197.352-59,29,93336,Feminino
160.839.724-69,34,89662,Masculino
293.065.478-38,35,168761,Feminino
018.234.756-71,32,169230,Feminino
849.502.716-01,51,88198,Feminino
426.183.079-50,27,417374,Masculino
749.632.015-34,41,304565,Feminino
467.093.528-38,33,369181,Feminino
067.853.921-95,50,429316,Masculino
975.381.604-93,35,332209,Masculino
310.857.492-23,39,331393,Feminino
593.104.678-00,31,211684,Masculino
190.837.462-40,28,282551,Masculino
274.936.051-06,50,370329,Masculino
178.350.946-57,33,151406,Masculino
173.096.245-99,51,435395,Masculino
768.305.241-80,31,496294,Feminino
893.124.607-22,26,103487,Masculino
253.780.169-59,30,90250,Masculino
897.614.352-37,28,418119,Feminino
074.296.315-25,29,499368,Feminino
693.810.574-00,42,294817,Feminino
019.645.327-52,29,339078,Feminino
051.732.849-60,44,470328,Masculino
580.193.247-04,40,107505,Masculino
465.782.139-37,35,162671,Feminino
583.076.219-68,42,436649,Masculino
361.927.504-16,43,98888,Masculino
307.458.916-75,35,248832,Feminino
059.612.487-20,28,217070,Masculino
206.893.415-98,34,187270,Masculino
874.291.053-60,30,231409,Masculino
875.491.023-41,30,323870,Masculino
564.321.907-70,28,322135,Masculino
103.659.748-20,37,485619,Feminino
215.046.739-99,53,499181,Feminino
962.853.041-06,41,403742,Masculino
856.274.913-37,50,421142,Masculino
485.619.073-39,41,268366,Masculino
786.245.310-71,42,310193,Masculino
356.827.910-02,47,401890,Masculino
628.913.074-96,27,312498,Masculino
716.280.549-30,33,182430,Feminino
085.293.647-83,36,296146,Masculino
470.158.263-80,31,360500,Masculino
631.750.492-06,31,351656,Feminino
489.172.560-58,47,86458,Masculino
315.826.790-02,36,393274,Feminino
439.157.860-39,31,203672,Masculino
479.632.105-52,36,457786,Masculino
132.748.569-91,36,285006,Feminino
935.720.641-80,32,172654,Masculino
478.063.195-57,35,455209,Masculino
732.180.654-53,25,181440,Masculino
471.825.063-35,34,360939,Feminino
150.973.286-12,33,335112,Masculino
784.360.921-04,31,189445,Masculino
267.310.895-59,36,498585,Masculino
654.973.012-07,32,292061,Masculino
735.401.892-97,34,261895,Feminino
079.653.824-74,29,446866,Masculino
198.430.527-14,40,394339,Masculino
084.132.657-62,27,202326,Feminino
187.403.659-48,33,204824,Feminino
091.526.834-51,29,385232,Feminino
265.934.710-70,30,384356,Masculino
392.167.805-68,42,101887,Feminino
297.304.816-87,37,266209,Masculino
098.513.247-79,29,273393,Masculino
498.215.073-79,32,109534,Masculino
629.154.078-94,55,174182,Feminino
658.730.421-44,41,267336,Masculino
509.768.123-12,34,218024,Feminino
530.792.418-60,42,402877,Masculino
328.950.476-00,36,192381,Feminino
652.781.493-37,53,235329,Masculino
810.465.937-57,41,417333,Masculino
405.278.196-11,29,433139,Masculino
694.705.823-65,33,228797,Masculino
958.607.342-47,37,495024,Masculino
536.719.402-80,45,240832,Masculino
753.092.486-92,34,269753,Feminino
025.743.916-16,28,416490,Masculino
623.185.074-90,31,327301,Masculino
692.085.713-86,33,265035,Masculino
578.926.143-46,37,410408,Feminino
528.136.497-91,47,306638,Masculino
408.123.756-53,35,343526,Masculino
980.357.412-41,31,302466,Masculino
298.653.701-40,33,362324,Masculino
637.529.184-46,28,132604,Masculino
056.497.238-00,35,282246,Masculino
162.985.403-42,39,437108,Masculino
873.265.049-38,33,253573,Feminino
354.801.967-66,27,192916,Masculino
209.657.384-00,34,178758,Masculino
062.894.137-40,51,303369,Masculino
120.986.734-69,28,104561,Feminino
349.108.527-60,30,418027,Masculino
840.791.326-03,36,477815,Feminino
082.756.419-85,39,325549,Masculino
502.961.487-76,37,383043,Masculino
217.593.406-34,39,367075,Masculino
539.028.476-38,35,312649,Masculino
846.095.321-15,28,241073,Feminino
867.459.032-29,36,170701,Masculino
698.425.130-33,37,401557,Masculino
493.851.260-24,26,245047,Masculino
795.804.236-10,31,390095,Masculino
329.871.465-82,28,396909,Masculino
541.937.802-79,28,320102,Masculino
804.619.352-60,28,313387,Masculino
471.965.208-58,37,325075,Masculino
754.310.862-35,33,230368,Masculino
379.681.240-69,34,143447,Masculino
673.251.489-09,30,330501,Masculino
216.308.754-90,37,413018,Feminino
947.021.386-69,34,343065,Masculino
703.596.182-86,32,250877,Masculino
961.538.704-57,35,498765,Masculino
654.897.210-49,36,437210,Masculino
523.604.718-80,27,230929,Masculino
528.714.309-50,35,256746,Masculino
781.609.432-96,44,409627,Feminino
172.053.496-99,29,315204,Masculino
724.613.859-55,28,215152,Feminino
871.543.209-23,30,248880,Masculino
921.478.360-87,33,413320,Masculino
084.917.365-57,43,140508,Masculino
382.457.960-00,27,364986,Masculino
264.953.108-89,40,190067,Feminino
291.768.340-69,31,135047,Masculino
786.392.510-02,36,467505,Masculino
240.936.518-33,54,129757,Masculino
905.123.648-42,31,129619,Masculino
412.507.893-97,34,132282,Masculino
362.195.708-12,29,94620,Masculino
093.657.214-07,35,212385,Masculino
230.615.498-89,39,118410,Masculino
140.932.856-24,26,429597,Masculino
172.589.046-11,35,159123,Feminino
972.530.846-83,39,290825,Feminino
253.968.701-68,36,497883,Masculino
109.783.546-48,37,356732,Masculino
271.469.385-73,35,361010,Masculino
213.789.460-22,37,347331,Feminino
986.102.473-50,35,393146,Feminino
082.364.795-10,30,170875,Masculino
426.978.530-65,46,238928,Masculino
132.809.475-88,34,83500,Masculino
275.049.618-76,30,449989,Masculino
293.876.054-00,34,353661,Feminino
821.496.073-87,41,335924,Masculino
724.893.156-09,30,397865,Feminino
708.625.934-92,35,498679,Masculino
861.932.540-05,31,219795,Masculino
408.726.395-92,27,128651,Masculino
205.463.897-83,40,127447,Masculino
620.913.548-05,26,461489,Masculino
231.064.857-44,35,496769,Feminino
096.837.452-29,31,387021,Masculino
138.204.965-05,34,160771,Masculino
870.196.245-02,53,453138,Feminino
492.835.107-04,33,498783,Masculino
824.905.673-65,28,273333,Feminino
463.891.075-01,47,459187,Masculino
798.542.610-85,37,176844,Masculino
143.706.985-10,33,472621,Masculino
467.083.521-17,27,142314,Masculino
462.850.379-65,31,386554,Masculino
548.967.213-73,34,190446,Masculino
803.976.541-20,35,129844,Masculino
731.520.984-05,40,188671,Feminino
196.085.324-42,32,421241,Feminino
104.836.275-26,27,319578,Masculino
813.570.269-86,26,348042,Masculino
432.817.069-40,29,207278,Masculino
709.581.624-76,29,430099,Masculino
015.847.692-11,35,240190,Masculino
580.769.132-68,29,264497,Masculino
062.478.359-65,42,349648,Masculino
236.548.901-05,49,448677,Masculino
627.359.081-86,28,281371,Masculino
531.608.429-24,30,283159,Feminino
067.492.153-43,34,478130,Masculino
781.246.039-87,37,316359,Feminino
840.963.712-03,35,285618,Masculino
043.756.182-80,36,104111,Feminino
152.834.690-42,36,136002,Masculino
923.458.701-41,42,334214,Masculino
906.423.187-78,31,108774,Feminino
701.649.285-02,36,465919,Masculino
316.485.072-71,47,480869,Feminino
403.756.891-84,26,381737,Masculino
291.780.563-30,34,149410,Masculino
207.954.836-00,35,365998,Masculino
041.796.523-07,51,434015,Feminino
365.180.429-15,41,464424,Masculino
627.954.318-82,30,487333,Masculino
673.482.190-04,30,340843,Masculino
512.978.604-11,35,105804,Masculino
153.809.672-21,35,263809,Feminino
246.037.185-35,30,179445,Masculino
405.713.289-97,48,365502,Feminino
306.489.157-00,39,470960,Masculino
619.407.325-06,26,357822,Masculino
146.250.738-71,27,382723,Masculino
296.830.174-87,33,101210,Masculino
239.086.714-69,29,268053,Masculino
862.134.790-31,41,456093,Masculino
361.709.524-07,31,156261,Masculino
513.672.980-59,47,234935,Feminino
807.916.453-39,36,398221,Masculino
359.412.708-79,39,273861,Masculino
198.245.730-97,33,384327,Masculino
784.261.935-28,27,202308,Masculino
860.534.791-01,37,127873,Masculino
413.582.609-15,47,126664,Masculino
105.627.498-02,30,322983,Masculino
027.319.856-40,40,414470,Masculino
794.316.502-07,39,240590,Masculino
164.923.705-70,34,460383,Masculino
205.137.496-16,40,381236,Masculino
987.143.056-66,31,461542,Masculino
074.165.893-39,34,250571,Masculino
597.043.862-65,36,420599,Masculino
398.457.261-19,34,179007,Masculino
820.941.357-05,35,318149,Masculino
168.453.907-20,40,214442,Masculino
163.578.049-75,28,229111,Masculino
287.609.153-40,45,437262,Masculino
973.508.412-05,43,285456,Feminino
514.730.986-10,28,390608,Masculino
157.982.430-79,42,312162,Masculino
032.751.846-44,37,264030,Masculino
671.930.485-20,32,288112,Masculino
283.750.694-00,41,134354,Masculino
680.412.397-22,55,363216,Feminino
705.892.431-79,36,356685,Masculino
951.768.403-75,29,300554,Feminino
154.863.972-91,33,447391,Feminino
159.872.340-50,41,261738,Masculino
570.683.249-83,34,482974,Masculino
417.356.208-07,40,460589,Masculino
102.785.963-12,37,409062,Feminino
285.160.794-49,32,434440,Masculino
012.674.593-52,42,247248,Masculino
061.295.473-07,29,258394,Feminino
825.410.937-05,42,373335,Feminino
628.574.931-00,42,163303,Feminino
461.387.295-28,33,246479,Masculino
158.970.246-85,26,195834,Masculino
605.248.913-89,27,302313,Masculino
742.531.698-64,39,370593,Masculino
906.738.251-59,36,384501,Masculino
967.354.012-80,35,240694,Masculino
498.652.173-09,41,143803,Feminino
187.502.463-80,30,443226,Masculino
813.725.964-37,55,462120,Feminino
590.814.327-88,41,162321,Masculino
340.681.952-42,31,215425,Feminino
795.403.216-70,33,377160,Feminino
684.730.915-66,36,265218,Masculino
248.097.351-41,27,99599,Masculino
154.397.086-93,51,440033,Masculino
310.946.578-75,34,162177,Masculino
628.415.970-67,33,411376,Masculino
398.470.251-50,31,470231,Masculino
194.357.208-97,35,377554,Masculino
678.913.054-39,33,398899,Feminino
657.832.401-17,41,138960,Masculino
507.632.891-59,31,350304,Masculino
038.164.952-06,33,103225,Masculino
371.029.546-70,27,456780,Masculino
093.267.541-70,36,457474,Feminino
764.510.382-53,30,240210,Masculino
713.580.942-41,45,411193,Masculino
460.951.872-49,35,388475,Masculino
358.642.719-00,35,287177,Masculino
275.489.360-10,36,337775,Masculino
104.689.325-42,39,146814,Masculino
782.169.053-86,55,149504,Masculino
308.594.267-00,33,346354,Masculino
721.934.685-91,42,85837,Feminino
594.823.710-97,41,338472,Masculino
287.504.361-71,46,291491,Masculino
137.405.826-26,43,308378,Masculino
968.021.547-49,33,441400,Masculino
249.051.837-23,41,253006,Masculino
465.913.078-93,34,349369,Masculino
208.314.576-35,46,330099,Masculino
189.602.453-05,47,127661,Masculino
745.619.023-25,40,267209,Feminino
759.618.032-95,42,282022,Masculino
439.615.278-73,41,146048,Masculino
728.435.601-44,29,148171,Masculino
172.580.643-62,27,80909,Masculino
503.918.476-00,31,452107,Feminino
718.324.069-03,34,183066,Masculino
458.370.216-71,35,353026,Masculino
160.287.354-26,36,303171,Masculino
978.024.153-14,28,179988,Feminino
291.768.504-20,29,397813,Masculino
491.508.263-60,27,137368,Masculino
690.478.253-65,41,499760,Feminino
091.328.675-30,50,114341,Masculino
432.169.870-78,32,180459,Masculino
718.342.509-60,34,483781,Masculino
914.735.260-43,34,99578,Feminino
604.539.872-65,31,322739,Masculino
032.754.981-50,33,312537,Masculino
510.748.326-71,43,87820,Masculino
016.593.824-24,42,485206,Masculino
521.306.749-25,35,125741,Masculino
956.480.321-70,42,216151,Masculino
965.723.184-19,39,465788,Masculino
832.679.150-40,28,464643,Feminino
201.753.684-90,37,112636,Masculino
365.127.480-26,32,485145,Masculino
765.382.049-29,41,282626,Masculino
487.063.215-26,27,412094,Masculino
780.259.641-67,27,316214,Feminino
351.279.048-88,48,407201,Masculino
391.475.806-66,35,297240,Masculino
941.370.586-01,53,264246,Masculino
315.026.847-80,37,437937,Masculino
241.573.680-53,48,157750,Masculino
590.362.741-25,42,125933,Masculino
290.587.634-47,37,139262,Masculino
694.502.813-51,27,488687,Masculino
608.359.472-38,25,323066,Feminino
183.725.496-64,36,279842,Masculino
394.580.716-66,43,82447,Masculino
329.874.061-69,31,385202,Feminino
159.083.427-50,40,429992,Masculino
453.928.610-24,32,389094,Masculino
490.672.318-78,30,195749,Masculino
328.107.659-95,39,247243,Masculino
453.829.760-74,40,420856,Masculino
860.231.549-05,34,171307,Masculino
058.413.926-89,33,378200,Masculino
807.942.513-23,45,171150,Masculino
987.310.625-12,32,221786,Feminino
739.024.156-06,40,407806,Masculino
581.439.260-60,37,141245,Masculino
768.035.249-65,47,92825,Masculino
946.103.852-60,30,236932,Masculino
483.570.961-66,50,149863,Feminino
625.974.103-07,33,462664,Masculino
187.490.653-00,43,239634,Masculino
064.591.238-70,28,441083,Masculino
780.931.246-40,33,426938,Masculino
271.980.564-58,39,327166,Masculino
357.916.842-82,53,117121,Feminino
801.239.457-04,35,220739,Masculino
763.192.485-64,37,271233,Feminino
623.749.015-99,35,321828,Feminino
657.384.219-73,33,147504,Feminino
610.374.592-61,40,484778,Masculino
463.912.780-40,36,164541,Masculino
903.416.287-78,36,297968,Feminino
680.953.412-15,31,388753,Masculino
382.056.149-89,43,210708,Masculino
357.801.629-21,35,113308,Masculino
038.295.647-83,41,433133,Masculino
398.160.725-21,40,402910,Masculino
543.021.687-90,27,129706,Masculino
364.910.725-25,31,398092,Masculino
607.239.548-10,30,422400,Masculino
539.704.612-43,39,90903,Masculino
795.640.283-29,33,363181,Masculino
513.408.297-97,34,391627,Masculino
573.426.890-92,29,194986,Masculino
384.015.926-15,35,304901,Masculino
289.031.467-78,42,117067,Masculino
160.579.384-10,37,251946,Masculino
931.740.652-16,41,331871,Masculino
501.764.893-39,37,468538,Masculino
018.794.256-02,30,323479,Feminino
901.345.876-93,28,496672,Feminino
741.928.635-37,25,492955,Feminino
365.184.729-28,28,330353,Feminino
618.927.435-82,35,349688,Feminino
987.452.630-00,41,182125,Masculino
835.409.127-97,31,238599,Masculino
160.349.278-03,29,204037,Masculino
251.963.074-43,33,368756,Masculino
087.924.165-94,29,406385,Masculino
207.841.593-60,36,378454,Masculino
681.743.025-90,42,184433,Masculino
174.398.256-91,25,114074,Masculino
391.468.072-50,55,294926,Masculino
034.751.289-50,35,214431,Masculino
142.087.359-88,27,229239,Feminino
524.831.709-60,37,176958,Masculino
870.245.319-32,44,302891,Masculino
813.425.697-09,29,439359,Masculino
786.139.502-21,34,433349,Masculino
126.954.873-55,34,249131,Masculino
758.093.624-00,36,490677,Masculino
428.570.169-30,31,476148,Masculino
621.057.834-90,47,488257,Masculino
516.409.827-01,29,218358,Masculino
704.965.812-01,37,215431,Masculino
549.637.028-00,40,291083,Feminino
231.804.765-08,34,155855,Masculino
075.238.941-60,34,363319,Masculino
